season,round,url,raceName,circuitID,CircuitName,Locality,country,eventDate
1981,13,http://en.wikipedia.org/wiki/1981_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1981-09-13
1981,14,http://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1981-09-27
1981,15,http://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix,Caesars Palace Grand Prix,las_vegas,Las Vegas Street Circuit,Nevada,USA,1981-10-17
1982,1,http://en.wikipedia.org/wiki/1982_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1982-01-23
1982,2,http://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,1982-03-21
1982,3,http://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,Long Beach,California,USA,1982-04-04
1982,4,http://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix,San Marino Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1982-04-25
1982,5,http://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix,Belgian Grand Prix,zolder,Zolder,Heusden-Zolder,Belgium,1982-05-09
1982,6,http://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1982-05-23
1982,7,http://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix,Detroit Grand Prix,detroit,Detroit Street Circuit,Detroit,USA,1982-06-06
1982,8,http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1982-06-13
1982,9,http://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1982-07-03
1982,10,http://en.wikipedia.org/wiki/1982_British_Grand_Prix,British Grand Prix,brands_hatch,Brands Hatch,Kent,UK,1982-07-18
1982,11,http://en.wikipedia.org/wiki/1982_French_Grand_Prix,French Grand Prix,ricard,Circuit Paul Ricard,Le Castellet,France,1982-07-25
1982,12,http://en.wikipedia.org/wiki/1982_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1982-08-08
1982,13,http://en.wikipedia.org/wiki/1982_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1982-08-15
1982,14,http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix,Swiss Grand Prix,dijon,Dijon-Prenois,Dijon,France,1982-08-29
1982,15,http://en.wikipedia.org/wiki/1982_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1982-09-12
1982,16,http://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix,Caesars Palace Grand Prix,las_vegas,Las Vegas Street Circuit,Nevada,USA,1982-09-25
1983,1,http://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,1983-03-13
1983,2,http://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West,United States Grand Prix West,long_beach,Long Beach,California,USA,1983-03-27
1983,3,http://en.wikipedia.org/wiki/1983_French_Grand_Prix,French Grand Prix,ricard,Circuit Paul Ricard,Le Castellet,France,1983-04-17
1983,4,http://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix,San Marino Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1983-05-01
1983,5,http://en.wikipedia.org/wiki/1983_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1983-05-15
1983,6,http://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,1983-05-22
1983,7,http://en.wikipedia.org/wiki/1983_Detroit_Grand_Prix,Detroit Grand Prix,detroit,Detroit Street Circuit,Detroit,USA,1983-06-05
1983,8,http://en.wikipedia.org/wiki/1983_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1983-06-12
1983,9,http://en.wikipedia.org/wiki/1983_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1983-07-16
1983,10,http://en.wikipedia.org/wiki/1983_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1983-08-07
1983,11,http://en.wikipedia.org/wiki/1983_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1983-08-14
1983,12,http://en.wikipedia.org/wiki/1983_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1983-08-28
1983,13,http://en.wikipedia.org/wiki/1983_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1983-09-11
1983,14,http://en.wikipedia.org/wiki/1983_European_Grand_Prix,European Grand Prix,brands_hatch,Brands Hatch,Kent,UK,1983-09-25
1983,15,http://en.wikipedia.org/wiki/1983_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1983-10-15
1984,1,http://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,1984-03-25
1984,2,http://en.wikipedia.org/wiki/1984_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1984-04-07
1984,3,http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix,Belgian Grand Prix,zolder,Zolder,Heusden-Zolder,Belgium,1984-04-29
1984,4,http://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix,San Marino Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1984-05-06
1984,5,http://en.wikipedia.org/wiki/1984_French_Grand_Prix,French Grand Prix,dijon,Dijon-Prenois,Dijon,France,1984-05-20
1984,6,http://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1984-06-03
1984,7,http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1984-06-17
1984,8,http://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix,Detroit Grand Prix,detroit,Detroit Street Circuit,Detroit,USA,1984-06-24
1984,9,http://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix,Dallas Grand Prix,dallas,Fair Park,Dallas,USA,1984-07-08
1984,10,http://en.wikipedia.org/wiki/1984_British_Grand_Prix,British Grand Prix,brands_hatch,Brands Hatch,Kent,UK,1984-07-22
1984,11,http://en.wikipedia.org/wiki/1984_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1984-08-05
1984,12,http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1984-08-19
1984,13,http://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1984-08-26
1984,14,http://en.wikipedia.org/wiki/1984_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1984-09-09
1984,15,http://en.wikipedia.org/wiki/1984_European_Grand_Prix,European Grand Prix,nurburgring,Nürburgring,Nürburg,Germany,1984-10-07
1984,16,http://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,Autódromo do Estoril,Estoril,Portugal,1984-10-21
1985,1,http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,1985-04-07
1985,2,http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,Autódromo do Estoril,Estoril,Portugal,1985-04-21
1985,3,http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix,San Marino Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1985-05-05
1985,4,http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1985-05-19
1985,5,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1985-06-16
1985,6,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix,Detroit Grand Prix,detroit,Detroit Street Circuit,Detroit,USA,1985-06-23
1985,7,http://en.wikipedia.org/wiki/1985_French_Grand_Prix,French Grand Prix,ricard,Circuit Paul Ricard,Le Castellet,France,1985-07-07
1985,8,http://en.wikipedia.org/wiki/1985_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1985-07-21
1985,9,http://en.wikipedia.org/wiki/1985_German_Grand_Prix,German Grand Prix,nurburgring,Nürburgring,Nürburg,Germany,1985-08-04
1985,10,http://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1985-08-18
1985,11,http://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,1985-08-25
1985,12,http://en.wikipedia.org/wiki/1985_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1985-09-08
1985,13,http://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,1985-09-15
1985,14,http://en.wikipedia.org/wiki/1985_European_Grand_Prix,European Grand Prix,brands_hatch,Brands Hatch,Kent,UK,1985-10-06
1985,15,http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1985-10-19
1985,16,http://en.wikipedia.org/wiki/1985_Australian_Grand_Prix,Australian Grand Prix,adelaide,Adelaide Street Circuit,Adelaide,Australia,1985-11-03
1986,1,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,1986-03-23
1986,2,http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix,Spanish Grand Prix,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,1986-04-13
1986,3,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix,San Marino Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1986-04-27
1986,4,http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1986-05-11
1986,5,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,1986-05-25
1986,6,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1986-06-15
1986,7,http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix,Detroit Grand Prix,detroit,Detroit Street Circuit,Detroit,USA,1986-06-22
1986,8,http://en.wikipedia.org/wiki/1986_French_Grand_Prix,French Grand Prix,ricard,Circuit Paul Ricard,Le Castellet,France,1986-07-06
1986,9,http://en.wikipedia.org/wiki/1986_British_Grand_Prix,British Grand Prix,brands_hatch,Brands Hatch,Kent,UK,1986-07-13
1986,10,http://en.wikipedia.org/wiki/1986_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1986-07-27
1986,11,http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,Hungaroring,Budapest,Hungary,1986-08-10
1986,12,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1986-08-17
1986,13,http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1986-09-07
1986,14,http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,Autódromo do Estoril,Estoril,Portugal,1986-09-21
1986,15,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,1986-10-12
1986,16,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix,Australian Grand Prix,adelaide,Adelaide Street Circuit,Adelaide,Australia,1986-10-26
1987,1,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,1987-04-12
1987,2,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix,San Marino Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1987-05-03
1987,3,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,1987-05-17
1987,4,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1987-05-31
1987,5,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix,Detroit Grand Prix,detroit,Detroit Street Circuit,Detroit,USA,1987-06-21
1987,6,http://en.wikipedia.org/wiki/1987_French_Grand_Prix,French Grand Prix,ricard,Circuit Paul Ricard,Le Castellet,France,1987-07-05
1987,7,http://en.wikipedia.org/wiki/1987_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1987-07-12
1987,8,http://en.wikipedia.org/wiki/1987_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1987-07-26
1987,9,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,Hungaroring,Budapest,Hungary,1987-08-09
1987,10,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Spielberg,Austria,1987-08-16
1987,11,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1987-09-06
1987,12,http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,Autódromo do Estoril,Estoril,Portugal,1987-09-20
1987,13,http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix,Spanish Grand Prix,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,1987-09-27
1987,14,http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,1987-10-18
1987,15,http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,Suzuka Circuit,Suzuka,Japan,1987-11-01
1987,16,http://en.wikipedia.org/wiki/1987_Australian_Grand_Prix,Australian Grand Prix,adelaide,Adelaide Street Circuit,Adelaide,Australia,1987-11-15
1988,1,http://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,1988-04-03
1988,2,http://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix,San Marino Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1988-05-01
1988,3,http://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1988-05-15
1988,4,http://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,1988-05-29
1988,5,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1988-06-12
1988,6,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix,Detroit Grand Prix,detroit,Detroit Street Circuit,Detroit,USA,1988-06-19
1988,7,http://en.wikipedia.org/wiki/1988_French_Grand_Prix,French Grand Prix,ricard,Circuit Paul Ricard,Le Castellet,France,1988-07-03
1988,8,http://en.wikipedia.org/wiki/1988_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1988-07-10
1988,9,http://en.wikipedia.org/wiki/1988_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1988-07-24
1988,10,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,Hungaroring,Budapest,Hungary,1988-08-07
1988,11,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,1988-08-28
1988,12,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1988-09-11
1988,13,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,Autódromo do Estoril,Estoril,Portugal,1988-09-25
1988,14,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix,Spanish Grand Prix,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,1988-10-02
1988,15,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,Suzuka Circuit,Suzuka,Japan,1988-10-30
1988,16,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix,Australian Grand Prix,adelaide,Adelaide Street Circuit,Adelaide,Australia,1988-11-13
1989,1,http://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix,Brazilian Grand Prix,jacarepagua,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,1989-03-26
1989,2,http://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix,San Marino Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1989-04-23
1989,3,http://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1989-05-07
1989,4,http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,1989-05-28
1989,5,http://en.wikipedia.org/wiki/1989_United_States_Grand_Prix,United States Grand Prix,phoenix,Phoenix street circuit,Phoenix,USA,1989-06-04
1989,6,http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1989-06-18
1989,7,http://en.wikipedia.org/wiki/1989_French_Grand_Prix,French Grand Prix,ricard,Circuit Paul Ricard,Le Castellet,France,1989-07-09
1989,8,http://en.wikipedia.org/wiki/1989_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1989-07-16
1989,9,http://en.wikipedia.org/wiki/1989_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1989-07-30
1989,10,http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,Hungaroring,Budapest,Hungary,1989-08-13
1989,11,http://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,1989-08-27
1989,12,http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1989-09-10
1989,13,http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,Autódromo do Estoril,Estoril,Portugal,1989-09-24
1989,14,http://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix,Spanish Grand Prix,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,1989-10-01
1989,15,http://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,Suzuka Circuit,Suzuka,Japan,1989-10-22
1989,16,http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix,Australian Grand Prix,adelaide,Adelaide Street Circuit,Adelaide,Australia,1989-11-05
1990,1,http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix,United States Grand Prix,phoenix,Phoenix street circuit,Phoenix,USA,1990-03-11
1990,2,http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,1990-03-25
1990,3,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix,San Marino Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1990-05-13
1990,4,http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1990-05-27
1990,5,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1990-06-10
1990,6,http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,1990-06-24
1990,7,http://en.wikipedia.org/wiki/1990_French_Grand_Prix,French Grand Prix,ricard,Circuit Paul Ricard,Le Castellet,France,1990-07-08
1990,8,http://en.wikipedia.org/wiki/1990_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1990-07-15
1990,9,http://en.wikipedia.org/wiki/1990_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1990-07-29
1990,10,http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,Hungaroring,Budapest,Hungary,1990-08-12
1990,11,http://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,1990-08-26
1990,12,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1990-09-09
1990,13,http://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,Autódromo do Estoril,Estoril,Portugal,1990-09-23
1990,14,http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix,Spanish Grand Prix,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,1990-09-30
1990,15,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,Suzuka Circuit,Suzuka,Japan,1990-10-21
1990,16,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix,Australian Grand Prix,adelaide,Adelaide Street Circuit,Adelaide,Australia,1990-11-04
1991,1,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix,United States Grand Prix,phoenix,Phoenix street circuit,Phoenix,USA,1991-03-10
1991,2,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,1991-03-24
1991,3,http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix,San Marino Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1991-04-28
1991,4,http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1991-05-12
1991,5,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1991-06-02
1991,6,http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,1991-06-16
1991,7,http://en.wikipedia.org/wiki/1991_French_Grand_Prix,French Grand Prix,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,1991-07-07
1991,8,http://en.wikipedia.org/wiki/1991_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1991-07-14
1991,9,http://en.wikipedia.org/wiki/1991_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1991-07-28
1991,10,http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix,Hungarian Grand Prix,hungaroring,Hungaroring,Budapest,Hungary,1991-08-11
1991,11,http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Spa,Belgium,1991-08-25
1991,12,http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Monza,Italy,1991-09-08
1991,13,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix,Portuguese Grand Prix,estoril,Autódromo do Estoril,Estoril,Portugal,1991-09-22
1991,14,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,1991-09-29
1991,15,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix,Japanese Grand Prix,suzuka,Suzuka Circuit,Suzuka,Japan,1991-10-20
1991,16,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix,Australian Grand Prix,adelaide,Adelaide Street Circuit,Adelaide,Australia,1991-11-03
1992,1,http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix,South African Grand Prix,kyalami,Kyalami,Midrand,South Africa,1992-03-01
1992,2,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,1992-03-22
1992,3,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,1992-04-05
1992,4,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,1992-05-03
1992,5,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix,San Marino Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,1992-05-17
1992,6,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix,Monaco Grand Prix,monaco,Circuit de Monaco,Monte-Carlo,Monaco,1992-05-31
1992,7,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,1992-06-14
1992,8,http://en.wikipedia.org/wiki/1992_French_Grand_Prix,French Grand Prix,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,1992-07-05
1992,9,http://en.wikipedia.org/wiki/1992_British_Grand_Prix,British Grand Prix,silverstone,Silverstone Circuit,Silverstone,UK,1992-07-12
1992,10,http://en.wikipedia.org/wiki/1992_German_Grand_Prix,German Grand Prix,hockenheimring,Hockenheimring,Hockenheim,Germany,1992-07-26
